station_code,station_name,state,zone
BJR,Barrajpur,UP,NER
BJRA,Bhajera,RJ,NCR
BJRI,Bijuri,MP,SECR
BJT,Bajpatti,BR,ECR
BJU,Barauni Junction,BR,ECR
BJUD,Bajud,GJ,WR
BJV,Bijauria,UP,NER
BJW,Bajva,GJ,WR
BJWS,Bojawas,HR,NWR
BJY,Bangalbaree,WB,NFR
BK,Bakra Road,RJ,NWR
BKA,Barkhera,MP,WCR
BKC,Bhikamkor,RJ,NWR
BKD,Bhankoda,GJ,WR
BKDE,Budhakhera,HR,NR
BKDR,Begun Kudar,,
BKF,Bhikhna Thori,BR,ECR
BKG,Banka Ghat,BR,ECR
BKH,Bankhedi,MP,WCR
BKHR,Bakhri,,
BKI,Bandikui Junction,RJ,NWR
BKJ,Barkur,KA,KR
BKKA,Bhukarka,RJ,NWR
BKKS,Bakas,UP,NR
BKL,Bona Kalu,AP,SCR
BKLA,Bakulha,UP,NER
BKLE,Bakudi,JH,ER
BKN,Bikaner Junction,RJ,NWR
BKNG,Bhakti Nagar,GJ,WR
BKO,Bindki Road,UP,NCR
BKP,Bakhtiyarpur Junction,BR,ECR
BKPR,Bakaspur,JH,SER
BKPT,Bhakarapet,AP,SCR
BKRD,Bhaluka Road F,WB,NFR
BKRL,Bakrol,GJ,WR
BKRO,Bokaro Thermal,,ECR
BKS,Balikotia,AS,NFR
BKSA,Bakhsha,UP,NR
BKSC,Bokaro Steel City,JH,SER
BKSL,Bikram Shila,BR,ER
BKT,Bakshi Ka Talab,UP,NER
BKTH,Baikunth,CG,SECR
BKTL,Baktal,MP,WR
BKTS,Bakothikhas,UP,NER
BKU,Bhiknur,AP,SCR
BKWA,Bakayanwala,RJ,NR
BL,Valsad,GJ,WR
BLA,Bajalta,JK,NR
BLAE,Balarambati,WB,ER
BLAX,Barlai,MP,WR
BLC,Bolda,MH,SCR
BLD,Bhilad,GJ,WR
BLDA,Belda,WB,SER
BLDI,Bhildi,GJ,WR
BLDK,Balauda Takun,MP,WR
BLDL,Balle da pir larath,HP,NR
BLG,Bilhar Ghat,UP,NR
BLGA,Belagula,KA,SWR
BLGR,Balangir,OR,ECoR
BLGT,Balurghat,WB,NFR
BLH,Belgharia,WB,ER
BLHR,Balahapur Halt,,
BLK,Belakoba,WB,NFR
BLKR,Ballekere Halt,KA,SWR
BLL,Bantanahal,AP,SCR
BLLI,Balli,GA,KR
BLM,Balamu Junction,UP,NR
BLMK,Bhalumaska,OR,ECoR
BLMR,Bhalukmara,AS,NFR
BLN,Ballygunge Junction,WB,ER
BLND,Bolinna Doaba,PB,NR
BLNG,Barlanga,WB,SER
BLNI,Bhalwani,MH,CR
BLNK,Belanki,MH,CR
BLNR,Birlanagar,MP,NCR
BLO,Bhulon,RJ,WCR
BLOR,Bilaspur Road,,
BLP,Balrampur,UP,NER
BLPR,Badulipar,AS,NFR
BLPU,Bilpur,UP,NR
BLQR,Bilaspur Road,UP,NER
BLR,Balganur,KA,SWR
BLRD,Bala Road,GJ,WR
BLRE,Belsiri,,
BLRG,Balasiring,JH,SER
BLRR,Belandur Road,KA,SWR
BLS,Balasore,OR,SER
BLSA,Bolsa,MH,SCR
BLSD,Balsamand,RJ,NWR
BLSN,Belsonda,CG,ECoR
BLT,Balotra Junction,RJ,NWR
BLTR,Belthara Road,UP,NER
BLU,Bilhaur,UP,NER
BLW,Balawali,UP,NR
BLWD,Bolwad,MH,CR
BLWL,Balawala,,
BLWR,Bileshwar,GJ,WR
BLX,Bolai,MP,WR
BLY,Bally,WB,ER
BLYG,Bally Ghat,WB,ER
BLYH,Balihalt,WB,ER
BLZ,Budhlada,PB,NR
BMA,Bagmar,MP,CR
BMAE,Belmuri,WB,ER
BMB,Bamra,OR,SER
BMBE,Bimbari,MH,SCR
BMC,Bhimalgondi,MP,SECR
BMCK,Bissamcuttack,OR,ECoR
BMD,Bhimadolu,AP,SCR
BMDI,Brahmanwada,GJ,WR
BME,Barmer,RJ,NWR
BMF,Basmat,MH,SCR
BMGA,Bhimgara,WB,ER
BMGM,Brahmanagudem,AP,SCR
BMGR,Bamangram,WB,NFR
BMH,Betamcherla,AP,SCR
BMHR,Bamanheri,UP,NR
BMI,Bamnia,MP,WR
BMJ,Bridgemanganj,UP,NER
BMK,Birang Khera,PB,NWR
BMKD,Bellamkonda,AP,SCR
BMKI,Bapudham Motihari,BR,ECR
BMKJ,Bhimkhoj,CG,ECoR
BMLL,Bamla,HR,NWR
BMN,Bhimana,RJ,NWR
BMNI,Bamani,MH,CR
BMO,Bolarum,AP,SCR
BMP,Bramhapuri,MH,SECR
BMPL,Brahmanpalli,AP,SCR
BMPR,Badampahar,OR,SER
BMQ,Bhimarlai,RJ,NWR
BMR,Bikrampur,MP,WCR
BMSB,Bhimasar Bg,GJ,WR
BMSN,Bamsin,RJ,NWR
BMSR,Bhimasar,GJ,WR
BMT,Hyderabad Begampet,AP,SCR
BMU,Bamhrauli,UP,NCR
BMW,Bamhni,MH,SECR
BMY,Bamiana,UP,NER
BMZ,Bamour Gaon,MP,NCR
BN,Bibinagar,AP,SCR
BNA,Banni Koppa,KA,SWR
BNAR,Binaur,UP,NCR
BNB,Banstola,WB,SER
BNBH,Bani Bihar,OR,ECoR
BNBR,Bahanaga Bazar,OR,SER
BNC,Bangalore Cantt.,KA,SWR
BNCE,Bangalore East,KA,SWR
BND,Bhandup,MH,CR
BNDA,Banda Junction,UP,NCR
BNDI,Barundini,RJ,WCR
BNDM,Bondamunda,OR,SER
BNDN,Bhandana,RJ,NWR
BNDP,Buniadpur,WB,NFR
BNE,Bohani,MP,WCR
BNF,Bandhua,BR,ECR
BNG,Barnagar,MP,WR
BNGL,Bhangala,PB,NR
BNGN,Bongaigaon,AS,NFR
BNGY,Bahman Jyotia,UP,NER
BNH,Bhimnath,GJ,WR
BNHL,Bellenahalli,KA,SWR
BNHR,Banbihari Gwalipur,OR,ECoR
BNI,Budni,MP,WCR
BNJL,Binjhol Halt,HR,NR
BNK,Banashankari Halt,KA,SWR
BNKA,Bankim Nagar,WB,ER
BNKH,Bhairanayakanahalli,KA,SWR
BNKI,Banmankhi Junction,BR,ECR
BNKJ,Banke Ganj,UP,NER
BNL,Bevinahalu,AP,SCR
BNLW,Bansthali Niwai,RJ,NWR
BNM,Baragaon,UP,NR
BNN,Barnala,PB,NR
BNO,Banar,RJ,NWR
BNP,Bhanapur,KA,SWR
BNPP,Banpimpla,,
BNQ,Banarhat,WB,NFR
BNQL,Bhankala Halt,UP,NR
BNR,Bhagwanpur,BR,ECR
BNRD,Balangir Road,OR,ECoR
BNS,Banas,RJ,NWR
BNSA,Banbasa,UA,NER
BNSL,Bansinala Halt,BR,ECR
BNSP,Bansapahar,UP,WCR
BNSR,Bhagwan Sar,RJ,NWR
BNT,Bharthana,UP,NCR
BNTH,Bandhnath,GJ,WR
BNTL,Bantawala,KA,SWR
BNU,Bandakpur,MP,WCR
BNUD,Bhanvad,,
BNV,Binnaguri,WB,NFR
BNVD,Bhanvad,GJ,WR
BNW,Bhiwani,HR,NWR
BNWC,Bhiwani City,HR,NWR
BNXR,Bidhan Nagar,WB,ER
BNY,Barhni,UP,NER
BNZ,Badshahnagar,UP,NER
BO,Borsad,GJ,WR
BOBS,Bobas,RJ,NWR
BOD,Bangrod,MP,WR
BOE,Barsoi Junction,BR,NFR
BOF,Barog,HP,NR
BOG,Bhairongarh,MP,WR
BOI,Bainchi,WB,ER
BOJ,Bhojo,AS,NFR
BOK,Borkhedi,MH,CR
BOKE,Bhoke,MH,KR
BOKO,Boko,AS,NFR
BOKR,Bhokar,MH,SCR
BOM,Bomadra,RJ,NWR
BOMN,Bommagundanakere,KA,SWR
BON,Bhonra,RJ,WCR
BONA,Boinda,OR,ECoR
BOP,Bhogpur,WB,SER
BOR,Boisar,MH,WR
BORA,Baghdogra,,
BOT,Boroti,MH,CR
BOTI,Baori Thikria,RJ,NWR
BOTR,Bhavdhari,HR,NWR
BOV,Bhatgaon,CG,SECR
BOW,Borawar,RJ,NWR
BOX,Bhojasar,RJ,NWR
BOY,Bhadohi,UP,NR
BOZ,Bolarum Bazar,AP,SCR
BP,Barrackpore,WB,ER
BPA,Belampalli,AP,SCR
BPAE,Begumpur,WB,ER
BPAH,Benipur Halt,BR,ECR
BPB,Badarpur Junction,AS,NFR
BPC,Berhampore Court,WB,ER
BPD,Bahadurpur,WB,ER
BPE,Benapur,WB,SER
BPF,Banapura,MP,WCR
BPG,Badurpur Ghat,AS,NFR
BPH,Belpahar,OR,SECR
BPHB,Bhilai Power House,CG,SECR
BPK,Bhugaon,MH,CR
BPKA,Bhopalka,GJ,WR
BPL,Bhopal Junction,MP,WCR
BPM,Bagpat Road,UP,NR
BPN,Banpur,WB,ER
BPO,Baripada,OR,SER
BPP,Bapatla,AP,SCR
BPQ,Balharshah Junction,MH,CR
BPR,Bhojipura Junction,UP,NER
BPRA,Baripura,UP,NCR
BPRD,Barpeta Road,AS,NFR
BPRH,Balpur Halt,CG,SECR
BPRS,Bhogpur Sirwal,PB,NR
BPS,Banpas,WB,ER
BPU,Bhaupur,UP,NCR
BPW,Burhpura,UP,NCR
BPY,Badampudi,AP,SCR
BPZ,Bazpur,UA,NER
BPZA,Bharathapuzha,,
BQA,Bankura,WB,SER
BQE,Bakanian Bhaunr,MP,WR
BQF,Barahmuafi,UP,WCR
BQG,Bhagwangola,WB,ER
BQH,Bhanohad Punjab,PB,NR
BQI,Bommidi,TN,SR
BQK,Bankura,,
BQM,Barelipur,MP,CR
BQN,Bagri Nagar,RJ,NWR
BQP,Bighapur,UP,NR
BQQ,Bakhleta,MP,WCR
BQR,Bhilainagar,CG,SECR
BQU,Bhattiprolu,AP,SCR
BQW,Barakalan,BR,ECR
BQY,Belerhat,WB,ER
BQZ,Ballalpur,WB,ER
BR,Bandh Bareta,RJ,NCR
BRA,Birsola,,
BRAG,Barang,OR,ECoR
BRAM,Balaramapuram,KL,SR
BRB,Boribial,MH,CR
BRBD,Borabanda,AP,SCR
BRBL,Birahalli,KA,SWR
BRBS,Birbans,JH,SER
BRC,Vadodara Junction,GJ,WR
BRCK,Baqua Chak,UP,NER
BRD,Bhandara Road,MH,SECR
BRDB,Barda,WB,SER
BRDH,Bardhana Halt,,
BRDT,Beria Daulat,UA,NER
BRDV,Baradev,UP,NR
BRE,Bharwari,UP,NCR
BRG,Bargarh,UP,NCR
BRGA,Bargarh Road,OR,ECoR
BRGM,Baraigram Junction,AS,NFR
BRGT,Bheraghat,MP,WCR
BRGW,Bargawan,MP,WCR
BRH,Baikunthpur Road,CG,SECR
BRHL,Baryal Himachal,HP,NR
BRHU,Barahu,AS,NFR
BRI,Bhiringi,MP,WCR
BRJ,Brace Bridge,WB,ER
BRJN,Brajrajnagar,OR,SECR
BRK,Bahraich,UP,NER
BRKA,Barkakana Junction,JH,ECR
BRKH,Bisapur Kalan Halt,MP,SECR
BRKP,Barkipona,JH,SER
BRKY,Boraki,UP,NCR
BRLA,Brayla Chaurasi,MP,WR
BRLF,Bar Langfer,AS,NFR
BRLI,Barauli,UP,NCR
BRLY,Biroliya,RJ,NWR
BRM,Barabambo,JH,SER
BRMD,Biramdih,WB,SER
BRMI,Brahamani Ph,OR,ECoR
BRMO,Bermo,,ECR
BRMP,Biramitrapur,OR,SER
BRMR,Bharmar,HP,NR
BRMT,Baramati,MH,CR
BRMX,Barmi,UP,NR
BRN,Barhan,UP,NCR
BRNA,Berawanya,MP,WR
BRND,Boridand,MP,SECR
BRNR,Baruanagar,AS,NFR
BRP,Baruipur Junction,WB,ER
BRPA,Baruipara,WB,ER
BRPK,Bisharpara Kodaliya,WB,ER
BRPL,Barpali,OR,ECoR
BRPM,Baripur Mandala,GJ,WR
BRPT,Birapatti,UP,NR
BRQ,Bagrakot,WB,NFR
BRR,Barakar,WB,ER
BRRD,Bordi Road,GJ,WR
BRRG,Biyavra Rajgarh,MP,WCR
BRS,Birsinghpur,MP,SECR
BRSQ,Brar Square,DL,NR
BRST,Bir Purushottampur,OR,ECoR
BRTG,Barithengarh,OR,ECoR
BRTK,Bhortex,MH,WR
BRTL,Bharthali,GJ,WR
BRU,Bhairoganj,BR,ECR
BRUD,Barud,MP,WCR
BRVR,Borvihir,MH,CR
BRW,Bariwala,PB,NR
BRWD,Barwadih Junction,JH,ECR
BRY,Bareilly MG,UP,NER
BRYA,Barhiya,BR,ECR
BRZ,Bareta,PB,NR
BRZR,Barari Bazar,BR,ECR
BS,Banisar,RJ,NWR
BSAE,Bansh Baria,WB,ER
BSB,Varanasi Junction,UP,NER
BSBP,Bir Shibpur,WB,SER
BSBR,Banshlai Bridge,WB,ER
BSC,Bulandshahr,UP,NR
BSCK,Basuchak,UP,NER
BSD,Basuldanga,WB,ER
BSDA,Baniya Sanda Dhora,RJ,NWR
BSDL,Bharsendi,MP,WCR
BSDP,Bhusandpur,OR,ECoR
BSDR,Bansadhara Halt,AP,ECoR
BSE,Badshahpur,UP,NR
BSGD,Bais Godam,RJ,NWR
BSGN,Basugaon,AS,NFR
BSGR,Bhagsar,PB,NR
BSHT,Basirhat,WB,ER
BSI,Basbari,AS,NFR
BSJ,Bhupalsagar,RJ,NWR
BSKH,Basukinath,JH,ER
BSKN,Bhesana Manknaj,GJ,WR
BSKO,Banskho,RJ,NWR
BSKR,Basi Kiratpur,UP,NR
BSL,Bhusaval Junction,MH,CR
BSLA,Bhasila,WB,ER
BSLE,Bataspur,WB,ER
BSM,Bisanattam,AP,SWR
BSN,Banasandra,KA,SWR
BSP,Bilaspur Junction,CG,SECR
BSPD,Biaspind,,
BSPH,Bishanpur Haryana,HR,NR
BSPL,Basampalle,AP,
BSPN,Bassi Pathanan,PB,NR
BSPR,Bishrampur,CG,SECR
BSPX,Banspani,OR,SER
BSQ,Barsi Takli,MH,SCR
BSQP,Bansipur,BR,ECR
BSR,Vasai Road,MH,WR
BSRL,Besroli,RJ,NWR
BSRX,Bagevadi Road,KA,SWR
BSS,Bahadur Singh Wala,PB,NR
BSSL,Basi Beriasal,RJ,WCR
BST,Basti,UP,NER
BSTP,Basantapur,OR,ECoR
BSUR,Bisalpur,UP,NER
BSW,Baneswar,WB,NFR
BSWA,Baiswara,UP,NR
BSWD,Bhemswadi,,
BSX,Basar,AP,SCR
BSY,Barsathi,UP,NR
BSYA,Barkisalalya,BR,ECR
BSZ,Bharwa Sumerpur,UP,NCR
BT,Barasat,WB,ER
BTA,Bihta,BR,ECR
BTBR,Buti Bori,MH,CR
BTC,Balaghat Junction,MP,SECR
BTD,Botad Junction,GJ,WR
BTDR,Batadrowa Road,AS,NFR
BTE,Bharatpur Junction,RJ,WCR
BTF,Bathnaha,BR,NFR
BTG,BasharatGanj,UP,NR
BTGH,Bettadnagenhali,KA,SWR
BTH,Bettiah,BR,ECR
BTHL,Bithauli,BR,ECR
BTI,Bhatinda Junction,PB,NR
BTIC,Bhatinda Cantt.,PB,NR
BTJ,BishnathGanj,UP,NR
BTJL,Bhatkal,KA,KR
BTK,Bankata,UP,NER
BTKB,Bathna Krittibas Halt,WB,ER
BTKD,Bharatkund,UP,NR
BTKL,Bhatkal,KA,KR
BTKP,Bharat Kup,UP,NCR
BTL,Bortalao,MH,SECR
BTM,Battulapuram,AP,SCR
BTNR,Bharat Nagar,AP,SCR
BTO,Bhitaura,UP,NR
BTP,Babatpur,UP,NR
BTPD,Bethampurdi,AP,SCR
BTPG,Betheria Ghola,WB,ER
BTPR,Bhatpur,,
BTQ,Betnoti,OR,SER
BTR,Butari,PB,NR
BTRA,Banthra,UP,NR
BTRI,Bitrol,UP,NER
BTS,Basta,OR,SER
BTSD,Bhatisuda,MP,WR
BTSR,Bhuteshwar,UP,NCR
BTT,Bhatni Junction,UP,NER
BTTN,Bhatian,PB,NR
BTTR,Bitragunta,AP,SCR
BTU,Baraut,UP,NR
BTV,Baitarani Road,OR,ECoR
BTVA,Batuva,AP,ECoR
BTW,Barshi Town,MH,CR
BTX,Bela Tal,UP,NCR
BTY,Bethuadahari,WB,ER
BTZ,Balimara,AS,NFR
BU,Baswa,HR,NWR
BUA,Baradwar,CG,SECR
BUB,Bissau,RJ,NWR
BUBR,Bhutakiabhimsa,,
BUBT,Buraha Bharthara,UP,NCR
BUD,Badlapur,MH,CR
BUDA,Bhuda,RJ,NCR
BUDI,Bundi,RJ,WCR
BUDM,Badmal,OR,ECoR
BUDR,Baudpur,OR,ECoR
BUE,Baruna,BR,ECR
BUF,Bimlagarh Junction,OR,SER
BUG,Bagaha,BR,ECR
BUGL,Buglanwali,RJ,NWR
BUH,Burhar,MP,SECR
BUI,Ballia,UP,NER
BUJ,Barauni Flag,BR,ECR
BUL,Bhalulata,JH,SER
BUM,Bommasamudram,TN,SCR
BUP,Bariarpur,BR,ER
BUPH,Babupeth,MH,CR
BUQ,Bargi,MP,SECR
BUR,Bindaura,UP,NER
BURN,Burnpur,WB,SER
BUS,Badausa,UP,NCR
BUT,Baytu,RJ,NWR
BUTA,Bhadutala,WB,SER
BUU,Bhadanpur,MP,WCR
BUW,Burhwal,UP,NER
BUX,Bhandak,MH,CR
BV,Babhnan,UP,NER
BVA,Bauria Junction,WB,SER
BVB,Bhadbhadaghat,MP,WCR
BVC,Bhavnagar Terminus,GJ,WR
BVH,Ballabgarh,HR,NR
BVI,Mumbai Borivali,MH,WR
BVL,Bikkavolu,AP,SCR
BVM,Bayyavaram,AP,SCR
BVN,Biswan,UP,NER
BVNR,Bhavani Nagar,MH,CR
BVO,Bogolu,AP,SCR
BVP,Bhavnagar Para,GJ,WR
BVQ,Bhilavdi,MH,CR
BVR,Banavar,KA,SWR
BVRM,Bhimavaram Junction,AP,SCR
BVRT,Bhimavaram Town,AP,SCR
BVRX,Bhimavaram Town,,
BVS,Bhivpuri Road,MH,CR
BVU,Balipara,,
BVV,Bedetti,,
BVW,Bahminiwala,PB,NR
BW,Biwai,RJ,NCR
BWA,Bhinwaliya,RJ,NWR
BWB,Bagwali,PB,NWR
BWC,Banwali,RJ,NWR
BWD,Belvandi,MH,CR
BWF,Butewala,PB,NR
BWH,Bhadaura,UP,ECR
BWI,Bilwai,UP,NR
BWIP,Bhawanipatna,,
BWK,Bawani Khera,HR,NWR
BWL,Bawal,HR,NWR
BWM,Bhawani Mandi,MP,WCR
BWN,Barddhaman Junction,WB,ER
BWP,Bhawanipur Kalan,UP,NER
BWPB,Bhawanipur Bihar,BR,NFR
BWPL,Balwant Pura Chelasi,RJ,NWR
BWR,Barwa Sagar,UP,NCR
BWRA,Bharatwada,MH,CR
BWS,Badwasi,RJ,NWR
BWSN,Bijwasan,DL,NR
BWT,Bangarapet Junction,KA,SWR
BWV,Bhiwapur,MH,SECR
BWW,Barwaha,MP,WR
BWX,Bahman Diwana,PB,NR
BWY,Bangarapet,,
BWZ,Baddowal,PB,NR
BXA,Balod,CG,SECR
BXB,Banga,PB,NR
BXC,Barwala,HR,NR
BXF,Barsuan,OR,SER
BXG,Bhanga,AS,NFR
BXJ,Bokajan,AS,NFR
BXK,Bandarkhal,AS,NFR
BXL,Bheduasol,WB,SER
BXLL,Billi,UP,ECR
BXM,Belrayan,UP,NER
BXN,Bayana Junction,RJ,WCR
BXP,Barpathar,AS,NFR
BXQ,Brundamal,OR,ECoR
BXR,Buxar,BR,ECR
BXS,Pichchandarkovil,TN,SR
BXT,Bamanhat,WB,NFR
BXY,Bordhal,MP,CR
BY,Byculla,MH,CR
BYC,Bellary Cantt.,KA,SWR
BYD,Byadgi,KA,SWR
BYH,Bhiti,UP,NER
BYHA,Barya Ram,UP,NR
BYL,Belha,CG,SECR
BYN,Banahi,BR,ECR
BYNR,Byndoor Mookambika Road,KA,KR
BYP,Baijnathpur,BR,ECR
BYPL,Baiyyappanahalli,KA,SWR
BYR,Bhayandar,MH,WR
BYS,Barsali,MP,CR
BYSA,Basulyasutahata,WB,SER
BYT,Bhatapara,CG,SECR
BYXA,Betgara,WB,NFR
BYY,Byree,OR,ECoR
BZ,Bharur,PB,NR
BZA,Vijayawada Junction,AP,SCR
BZB,Barra Bazar,WB,ER
BZE,Baseria,JH,ECR
BZG,Bilga,PB,NR
BZGT,Bazurghat,AS,NFR
BZJT,Bazida Jatan,HR,NR
BZK,Bhaini Khurd,HR,NR
BZL,Belanagar,WB,ER
BZLE,Bazarsau,WB,ER
BZM,Bhimsen,UP,NCR
BZN,Bagnan,WB,SER
BZO,Barsola,HR,NR
BZR,Bisra,OR,SER
BZR,Bisra,OR,SER
BZS,Bansjora,JH,ECR
BZU,Betul,MP,CR
BZY,Basai,MP,NCR
CAA,Chakia,BR,ECR
CAER,Chhanera,MP,WCR
CAF,Chanda Fort,MH,SECR
CAG,Chhabra Gugor,RJ,WCR
CAI,Chanpatia,BR,ECR
CAJ,Chakraj Mal,UP,NR
CAM,Chhota Ambana,JH,ER
CAMU,Chamua,BR,ECR
CAN,Kannur Main,KL,SR
CAP,Chatrapur,OR,ECoR
CAPC,Chatrapur Court,OR,ECoR
CAPE,Kanniyakumari,TN,SR
CAR,Chunar,UP,NCR
CAS,Chas Road,WB,SER
CASA,Chhansara,,
CAT,Chattar Hat,WB,NFR
CATA,Chhata Aschaura,BR,NER
CATD,Chataud,,SECR
CAZ,Chauhani,MP,WCR
CBE,Coimbatore Main Junction,TN,SR
CBEE,Coimbatore,,
CBF,Coimbatore North Junction,TN,SR
CBG,Charbhuja Road,RJ,NWR
CBH,Chaube,JH,ECR
CBJ,ClutterbuckGanj,UP,NR
CBK,Chachaura Binaganj,MP,WCR
CBM,Cumbum,AP,SCR
CBN,Chit Baragaon,UP,NER
CBP,Chik Ballapur,KA,SWR
CBR,Chaubepur,UP,NER
CBSA,Chaibasa,JH,SER
CBT,Charbatia,OR,ECoR
CBU,Chinna Babu Samudram,TN,SR
CBX,Chand Bhan,PB,NR
CBY,Khambhat,,
CBZ,Churaibari,TR,NFR
CC,Chauri Chaura,UP,NER
CCA,Chigicherla,AP,SCR
CCD,Chichonda,MP,CR
CCG,Churchgate,,
CCH,Chinchvad,MH,CR
CCI,Chinnekuntapali,AP,SCR
CCK,Chichaki,JH,ECR
CCL,Chanchelav,GJ,WR
CCP,Chhuchhapura Junction,GJ,WR
CCT,Kakinada Town,AP,SCR
CD,Chandrapur,MH,CR
CDA,Chuda,GJ,WR
CDAE,Chandanpur,WB,ER
CDB,Chaudhribandh,JH,ECR
CDC,Chandanchauki,,
CDD,Chandod,GJ,WR
CDG,Chandigarh,CH,NR
CDGR,Chandrakona Road,WB,SER
CDH,Chakdaha,WB,ER
CDI,Chandni,MP,CR
CDK,Chandkhera Road,GJ,WR
CDL,Chodiala,UP,NR
CDLD,Chandlodiya,GJ,WR
CDM,Chidambaram,TN,SR
CDMA,Chandeshwarsthan,BR,ECR
CDMR,Chandauli Majhwar,UP,ECR
CDNR,Chandanagar,AP,SCR
CDP,Chandpara,,
CDQ,Chadotar,GJ,WR
CDRA,Chandera,KL,SR
CDRL,Chhandrauli,UP,NR
CDS,Chandisar,GJ,WR
CDSL,Chandresal,RJ,WCR
CE,Chharodi,GJ,WR
CEL,Chebrol,AP,SCR
CEM,Cheekategalapalem,AP,SCR
CEU,Chiheru,PB,NR
CFG,Chakiting,AS,NFR
CG,Canning,WB,ER
CGA,Chengel,WB,SER
CGE,Charghatpipari,,
CGF,Charali,AS,NFR
CGH,Cholang,PB,NR
CGHD,Chinnadagudi,KA,SWR
CGI,Chandragiri,AP,SCR
CGKP,Chandagirikopal,KA,SWR
CGKR,Chandagirikopal,KA,
CGL,Chengalpattu,TN,SR
CGLA,Changotola,,
CGN,Chirgaon,UP,NCR
CGO,Chhidgaon,MP,WCR
CGON,Chaygaon,AS,NFR
CGR,Chandan Nagar,WB,ER
CGS,Changsari,AS,NFR
CGTA,Chegunta,KA,SCR
CGV,Chingavanam,KL,SR
CGX,Chargola,AS,NFR
CGY,Changanassery,KL,SR
CH,Chandausi Junction,UP,NR
CHA,Chawa Pail,PB,NR
CHAR,Charmal,OR,ECoR
CHB,Chabua,AS,NFR
CHBN,Chandkhira Bagn,AS,NFR
CHBR,Chaure Bazar,UP,NR
CHBS,Chaubisi,UP,NR
CHBT,Chakarbhatha,CG,SECR
CHC,Chanchai,WB,ER
CHCR,Chacher,MH,SECR
CHD,Chandia Road,MP,SECR
CHDX,Chhada,,SECR
CHE,Srikakulam Road,AP,ECoR
CHG,Mumbai Chinchpokli,MH,CR
CHH,Chaukhandi,UP,NR
CHHU,Chhanva,OR,SER
CHI,Chiplun,MH,KR
CHII,Chirai,,
CHJ,Chata,UP,NCR
CHK,Chakeri,UP,NCR
CHKB,Chakki Bank,PB,NR
CHKE,Challakere,KA,SWR
CHL,Chola,UP,NCR
CHLK,Chavalkhede,MH,WR
CHLR,Chhalesar,UP,NCR
CHM,Chalthan,GJ,WR
CHN,Chhina,PB,NR
CHNN,Channani,RJ,NWR
CHNR,Chhan Arorian,JK,NR
CHP,Chhapi,GJ,WR
CHPD,Cheppad Halt,KL,SR
CHR,Chilkahar,UP,NER
CHRA,Chharra,WB,SER
CHRG,Chorgi,KA,SWR
CHRM,Chirmiri,CG,SECR
CHRU,Chamrua,UA,NER
CHSM,Chinna Salem,TN,SR
CHT,Champahati,WB,ER
CHTI,Chaneti,UP,NR
CHTL,Churaru Takrala,,
CHTS,Cochinhrbrtms,,
CHTT,Chitta Halt,UP,NCR
CHTX,Cochin,,
CHU,Champion,KA,SWR
CHV,Cheruvathur,KL,SR
CHWT,Chhaprawat,UP,NR
CHZ,Charlapalli,AP,SCR
CI,Chhapra Kacheri,BR,NER
CIA,Chheharta,PB,NR
CID,Chiraidongri,MP,SECR
CIH,Chilhia,UP,NER
CII,Chettiyapatti,TN,SR
CIK,Chiksana,RJ,NCR
CIL,Chilbila Junction,UP,NR
CIO,Chikhli Road,GJ,WR
CIT,Chitali,MH,CR
CIV,Chinnaravuru,AP,SCR
CJ,Kanchipuram,TN,SR
CJA,Chongajan,AS,NFR
CJE,Kanchipuram East,TN,SR
CJL,Chajli,PB,NR
CJM,Chinna Ganjam,AP,SCR
CJN,Chhatna,WB,SER
CJQ,Champajharam,OR,SER
CJR,Chamaraj,GJ,WR
CJS,Charamula Kusum,CG,ECoR
CJW,Chajawa,RJ,WCR
CK,Chiksugar,KA,SCR
CKA,Chak Pakhhewala,PB,NR
CKB,Chauth ka Barwara,RJ,NWR
CKD,Charkhi Dadri,HR,NWR
CKDL,Chak Dayala,JK,NR
CKE,Choki Sorath,GJ,WR
CKG,Chowka Ghat,UP,NER
CKH,Chakand,BR,ECR
CKI,Chalakkudy,KL,SR
CKK,Chakarpur,UA,NER
CKKN,Chak Kalan,PB,NR
CKLA,Chak Banwala,PB,NR
CKLT,Chak Kali Lait,UP,NR
CKM,Chauki Man,PB,NR
CKMI,Chhotaki Masaudhi Halt,,
CKN,Chinta Kani,AP,SCR
CKNA,Chikna,,ECR
CKNI,Chikni Road,MH,CR
CKOD,Chakrod,MP,WR
CKP,Chakradharpur,JH,SER
CKR,Chikodi Road,KA,SWR
CKS,Chaksu,RJ,NWR
CKSR,Chak Safaura Halt,UP,NER
CKTD,Chitrakoot,UP,NCR
CKU,Chakulia,WB,SER
CKV,Cherukuvada,AP,SCR
CKVD,Chikkandawadi,KA,SWR
CKW,Chalkhoa,AS,NFR
CKX,Chakur,MH,SCR
CKYD,Chakra Road,UP,NER
CLA,Kurla Junction,MH,CR
CLAT,Lokmanyatilakt,,
CLC,Chalala,GJ,WR
CLD,Chalsa Jn,WB,NFR
CLDR,Chilikidara,OR,ECoR
CLDY,Chandlodiya,GJ,WR
CLE,Chintalpalli,AP,SCR
CLF,Chhulha,MP,SECR
CLG,Kahalgaon,BR,ER
CLI,Chalgeri,KA,SWR
CLJ,ColonelGanj,UP,NER
CLKA,Chilka,OR,ECoR
